book_name,summaries,categories,categories_list,combined_text
The Hero With a Thousand Faces," analyzes humankind from a mythological and symbolistic point of view to prove that all humans have similar core concepts written in them, such as the monomyth, which is a way of narrating stories that people from all over the world use to connect with one another.","motivation, creativity, communication","['motivation', 'creativity', 'communication']"," analyzes humankind from a mythological and symbolistic point of view to prove that all humans have similar core concepts written in them, such as the monomyth, which is a way of narrating stories that people from all over the world use to connect with one another. motivation creativity communication"
The Hidden Habits of Genius, looks at how geniuses separate themselves from the rest by having in common a distinctive set of characteristics and habits that form a unique way of thinking and cultivating brilliance. ,"productivity, motivation, creativity, education, work, mindfulness","['productivity', 'motivation', 'creativity', 'education', 'work', 'mindfulness']", looks at how geniuses separate themselves from the rest by having in common a distinctive set of characteristics and habits that form a unique way of thinking and cultivating brilliance.  productivity motivation creativity education work mindfulness
The Hidden Life of Trees," describes how trees can communicate, support each other, learn from experience, and form alliances with other inhabitants of the forest.","science, environment, relationships","['science', 'environment', 'relationships']"," describes how trees can communicate, support each other, learn from experience, and form alliances with other inhabitants of the forest. science environment relationships"
The High 5 Habit," is a self-improvement book that aims to help anyone who deals with self-limitations take charge of their life by establishing a morning routine, ditching negative talk, and transforming their life through positivity and confidence.","science, happiness, psychology, motivation, health, mindfulness","['science', 'happiness', 'psychology', 'motivation', 'health', 'mindfulness']"," is a self-improvement book that aims to help anyone who deals with self-limitations take charge of their life by establishing a morning routine, ditching negative talk, and transforming their life through positivity and confidence. science happiness psychology motivation health mindfulness"
The Highly Sensitive Person," is a self-assessment guide and how-to-live template for people who feel, relate, process, and notice more deeply than others, and who frequently suffer from overstimulation as a result.","science, relationships, happiness, psychology, communication, work","['science', 'relationships', 'happiness', 'psychology', 'communication', 'work']"," is a self-assessment guide and how-to-live template for people who feel, relate, process, and notice more deeply than others, and who frequently suffer from overstimulation as a result. science relationships happiness psychology communication work"
The Honest Truth About Dishonesty," reveals our motivation behind cheating, why it’s not entirely rational, and, based on many experiments, what we can do to lessen the conflict between wanting to get ahead and being good people.","relationships, psychology, communication","['relationships', 'psychology', 'communication']"," reveals our motivation behind cheating, why it’s not entirely rational, and, based on many experiments, what we can do to lessen the conflict between wanting to get ahead and being good people. relationships psychology communication"
The Hot Zone," is Richard Preston’s version of a terrifying true story of how the Ebola virus came to be, why it’s so deadly and contagious, and how this all reveals our massive vulnerabilities and inefficiencies when it comes to fending off pandemics of all kinds.","science, politics","['science', 'politics']"," is Richard Preston’s version of a terrifying true story of how the Ebola virus came to be, why it’s so deadly and contagious, and how this all reveals our massive vulnerabilities and inefficiencies when it comes to fending off pandemics of all kinds. science politics"
The House Of Rothschild," examines the facts and myth around the wealthiest family in the world in the 19th century, and how they managed to go from being outcast and isolated to building the biggest bank in the world.",business,['business']," examines the facts and myth around the wealthiest family in the world in the 19th century, and how they managed to go from being outcast and isolated to building the biggest bank in the world. business"
The How of Happiness," describes a scientific approach to being happier by giving you a short quiz to determine your “happiness set point,” followed by various tools and tactics to help you take control of the large chunk of happiness that’s fully within your grasp.","happiness, productivity, psychology, motivation, mindfulness","['happiness', 'productivity', 'psychology', 'motivation', 'mindfulness']"," describes a scientific approach to being happier by giving you a short quiz to determine your “happiness set point,” followed by various tools and tactics to help you take control of the large chunk of happiness that’s fully within your grasp. happiness productivity psychology motivation mindfulness"
The Idea Factory," explains how one company, Bell Labs, has managed to spearhead innovation in the communications industry for almost 100 years by dedicating themselves to science and research, thus producing a disproportionately big share of the technology that significantly shapes our lives today.","business, creativity, technology","['business', 'creativity', 'technology']"," explains how one company, Bell Labs, has managed to spearhead innovation in the communications industry for almost 100 years by dedicating themselves to science and research, thus producing a disproportionately big share of the technology that significantly shapes our lives today. business creativity technology"
The Immortal Life of Henrietta Lacks, makes you smarter and more compassionate by revealing the previously unknown story of a woman with extraordinary cells that still live today and have contributed to dozens of medical breakthroughs.,"science, biography, health","['science', 'biography', 'health']", makes you smarter and more compassionate by revealing the previously unknown story of a woman with extraordinary cells that still live today and have contributed to dozens of medical breakthroughs. science biography health
The Importance Of Being Little," outlines the terrible inefficiencies of preschools, identifies how brilliantly curious the minds of kids are, and teaches ways to help them succeed through focusing more on principles like play and skill-development.",education,['education']," outlines the terrible inefficiencies of preschools, identifies how brilliantly curious the minds of kids are, and teaches ways to help them succeed through focusing more on principles like play and skill-development. education"
The In-Between," is a reminder to slow down and learn to appreciate the little moments in life, like the times when we’re really just waiting for the next big thing, as they shape our lives a lot more than we think.","happiness, productivity, psychology, mindfulness","['happiness', 'productivity', 'psychology', 'mindfulness']"," is a reminder to slow down and learn to appreciate the little moments in life, like the times when we’re really just waiting for the next big thing, as they shape our lives a lot more than we think. happiness productivity psychology mindfulness"
The Infinite Game," argues that business is not a competition but an infinite journey, and that to do well in it, leaders must advance a “Just Cause,” build trusting teams, learn from their “Worthy Rivals,” and practice existential flexibility.","economics, productivity, motivation, marketing, management, business, education, communication, work","['economics', 'productivity', 'motivation', 'marketing', 'management', 'business', 'education', 'communication', 'work']"," argues that business is not a competition but an infinite journey, and that to do well in it, leaders must advance a “Just Cause,” build trusting teams, learn from their “Worthy Rivals,” and practice existential flexibility. economics productivity motivation marketing management business education communication work"
The Inner Game Of Tennis," is about the mental state required to deliver peak performance and how you can cultivate that state in sports, work, and life.","productivity, psychology, mindfulness","['productivity', 'psychology', 'mindfulness']"," is about the mental state required to deliver peak performance and how you can cultivate that state in sports, work, and life. productivity psychology mindfulness"
The Inner Life of Animals," presents complex research on animals and the life of our ecosystem, which is not so different than ours, given that they can feel pain, experience emotions, and share other similarities with us, humans.","science, environment, relationships, psychology","['science', 'environment', 'relationships', 'psychology']"," presents complex research on animals and the life of our ecosystem, which is not so different than ours, given that they can feel pain, experience emotions, and share other similarities with us, humans. science environment relationships psychology"
The Innovators," walks you through the history of the digital revolution, showing how it was a combined effort of many creative minds over decades, that enabled us to go from huge, clunky machines to the fast, globally connected devices in your pocket today.","creativity, technology","['creativity', 'technology']"," walks you through the history of the digital revolution, showing how it was a combined effort of many creative minds over decades, that enabled us to go from huge, clunky machines to the fast, globally connected devices in your pocket today. creativity technology"
The Innovator’s Dilemma," is a business classic that explains the power of disruption, why market leaders are often set up to fail as technologies and industries change and what incumbents can do to secure their market leadership for a long time.","productivity, marketing, management, business, creativity","['productivity', 'marketing', 'management', 'business', 'creativity']"," is a business classic that explains the power of disruption, why market leaders are often set up to fail as technologies and industries change and what incumbents can do to secure their market leadership for a long time. productivity marketing management business creativity"
The Intelligent Investor," explains value investing, which is focused on generating steady, long-term profits by ignoring the current market and picking companies with high intrinsic value.",money,['money']," explains value investing, which is focused on generating steady, long-term profits by ignoring the current market and picking companies with high intrinsic value. money"
The Interpretation Of Dreams," is Sigmund Freud’s seminal work on scientifically analyzing the deeper meaning hidden inside each and every one of our human dreams, which will help you make more sense of your own psyche.",psychology,['psychology']," is Sigmund Freud’s seminal work on scientifically analyzing the deeper meaning hidden inside each and every one of our human dreams, which will help you make more sense of your own psyche. psychology"
The Introvert’s Complete Career Guide, will teach those who have a hard time talking to people how to gain confidence in navigating the workplace from job interview to office relationships.,"productivity, psychology, communication, work","['productivity', 'psychology', 'communication', 'work']", will teach those who have a hard time talking to people how to gain confidence in navigating the workplace from job interview to office relationships. productivity psychology communication work
The Invincible Company, explores the secrets of a successful company by proving how focusing on strengthening the core business values and operations while concentrating on R&amp;D in parallel is a better strategy than just disrupting continuously and seeking new markets.,"economics, management, business, work","['economics', 'management', 'business', 'work']", explores the secrets of a successful company by proving how focusing on strengthening the core business values and operations while concentrating on R&amp;D in parallel is a better strategy than just disrupting continuously and seeking new markets. economics management business work
The Joy Of Movement, is just what you need to finally find the motivation to get out and exercise more often by teaching you the scientific reasons why it’s good for you and why your body is designed to enjoy it.,"science, happiness, productivity, psychology, motivation, health","['science', 'happiness', 'productivity', 'psychology', 'motivation', 'health']", is just what you need to finally find the motivation to get out and exercise more often by teaching you the scientific reasons why it’s good for you and why your body is designed to enjoy it. science happiness productivity psychology motivation health
The Joy of Missing Out," explores today’s idea of productivity and common misconceptions about what it means to be productive, as well as how eliminating unnecessary stress by prioritizing effectively can help us live a better life.","relationships, happiness, productivity, psychology, management, health, work, mindfulness","['relationships', 'happiness', 'productivity', 'psychology', 'management', 'health', 'work', 'mindfulness']"," explores today’s idea of productivity and common misconceptions about what it means to be productive, as well as how eliminating unnecessary stress by prioritizing effectively can help us live a better life. relationships happiness productivity psychology management health work mindfulness"
The Kindness Method," by Shahroo Izadi teaches how self-compassion and understanding make forming habits easier than being hard on yourself, using the personal experiences of the author and what she’s learned as an addiction recovery therapist to show how self-esteem is the true key to behavior change.","happiness, productivity, psychology, motivation, health, mindfulness","['happiness', 'productivity', 'psychology', 'motivation', 'health', 'mindfulness']"," by Shahroo Izadi teaches how self-compassion and understanding make forming habits easier than being hard on yourself, using the personal experiences of the author and what she’s learned as an addiction recovery therapist to show how self-esteem is the true key to behavior change. happiness productivity psychology motivation health mindfulness"
The Language Instinct," argues that we are born with an innate capability to understand languages, that most of them are more similar than you might think and explains where our capability to deal with words so well comes from.",psychology,['psychology']," argues that we are born with an innate capability to understand languages, that most of them are more similar than you might think and explains where our capability to deal with words so well comes from. psychology"
The Last Lecture," is a college professor’s final message to the world before his impending death of cancer at a relatively young age, offering meaningful life advice, significant words of wisdom, and a great deal of optimism and hope for humanity.","biography, happiness, motivation, creativity, mindfulness","['biography', 'happiness', 'motivation', 'creativity', 'mindfulness']"," is a college professor’s final message to the world before his impending death of cancer at a relatively young age, offering meaningful life advice, significant words of wisdom, and a great deal of optimism and hope for humanity. biography happiness motivation creativity mindfulness"
The Latte Factor, teaches us how to overcome limiting beliefs about money and build our financial freedom through small daily choices.  ,"happiness, money","['happiness', 'money']", teaches us how to overcome limiting beliefs about money and build our financial freedom through small daily choices.   happiness money
The Law Says What," is a book that delivers significant insights into various everyday aspects of the law that most of us don’t know about but really should, how we should navigate between them and get a better understanding of how they can protect us.","productivity, education, work","['productivity', 'education', 'work']"," is a book that delivers significant insights into various everyday aspects of the law that most of us don’t know about but really should, how we should navigate between them and get a better understanding of how they can protect us. productivity education work"
The Laws of Human Nature," helps you understand why people do what they do and how you can use both your own psychological flaws and those of others to your advantage at work, in relationships, and in life.","relationships, productivity, psychology, marketing, management, communication","['relationships', 'productivity', 'psychology', 'marketing', 'management', 'communication']"," helps you understand why people do what they do and how you can use both your own psychological flaws and those of others to your advantage at work, in relationships, and in life. relationships productivity psychology marketing management communication"
The Leader In You," explores how the world leaders managed to achieve performance in their lives by creating meaningful connections and reaching a higher level of productivity through a positive, proactive mindset.","relationships, happiness, productivity, motivation, management, communication, work, mindfulness","['relationships', 'happiness', 'productivity', 'motivation', 'management', 'communication', 'work', 'mindfulness']"," explores how the world leaders managed to achieve performance in their lives by creating meaningful connections and reaching a higher level of productivity through a positive, proactive mindset. relationships happiness productivity motivation management communication work mindfulness"
The Leadership Challenge, shares the top leadership lessons from 25 years of experience and research of authors James Kouzes and Barry Posner and explains what makes successful managers and how you can apply the same principles to become one yourself.,"relationships, productivity, management, business, communication, work","['relationships', 'productivity', 'management', 'business', 'communication', 'work']", shares the top leadership lessons from 25 years of experience and research of authors James Kouzes and Barry Posner and explains what makes successful managers and how you can apply the same principles to become one yourself. relationships productivity management business communication work
The Lean Startup," offers both entrepreneurs and wantrepreneurs a semi-scientific, real-world approach to building a business by using validation, finding a profitable business model and creating a growth engine.","management, business","['management', 'business']"," offers both entrepreneurs and wantrepreneurs a semi-scientific, real-world approach to building a business by using validation, finding a profitable business model and creating a growth engine. management business"
The Lessons Of History," describes recurring themes and trends throughout 5,000 years of human history, viewed through the lenses of 12 different fields, aimed at explaining the present, the future, human nature and the inner workings of states.","relationships, psychology","['relationships', 'psychology']"," describes recurring themes and trends throughout 5,000 years of human history, viewed through the lenses of 12 different fields, aimed at explaining the present, the future, human nature and the inner workings of states. relationships psychology"
The Life-Changing Magic Of Not Giving A F*ck," is a funny, practical guide to mental decluttering, giving you actionable tips to stop caring about things that don’t really matter to you, without feeling ashamed or guilty.","relationships, happiness, productivity, psychology, motivation, communication, mindfulness","['relationships', 'happiness', 'productivity', 'psychology', 'motivation', 'communication', 'mindfulness']"," is a funny, practical guide to mental decluttering, giving you actionable tips to stop caring about things that don’t really matter to you, without feeling ashamed or guilty. relationships happiness productivity psychology motivation communication mindfulness"
The Life-Changing Magic of Tidying Up," takes you through the process of simplifying, organizing and storing your belongings step by step, to make your home a place of peace and clarity.","happiness, productivity, psychology, motivation, mindfulness","['happiness', 'productivity', 'psychology', 'motivation', 'mindfulness']"," takes you through the process of simplifying, organizing and storing your belongings step by step, to make your home a place of peace and clarity. happiness productivity psychology motivation mindfulness"
The Life-Changing Science of Detecting Bullshit, teaches its readers how to avoid falling for the lies and false information that other people spread by helping them build essential thinking skills through examples from the real world.,"science, relationships, productivity, psychology, marketing, business, communication, technology","['science', 'relationships', 'productivity', 'psychology', 'marketing', 'business', 'communication', 'technology']", teaches its readers how to avoid falling for the lies and false information that other people spread by helping them build essential thinking skills through examples from the real world. science relationships productivity psychology marketing business communication technology
The Light We Carry," is a set of practices to help you stay calm, optimistic, and confident in an unpredictable world, based on Michelle Obama’s life experiences as a woman, mother, lawyer, daughter, leader, and the former First Lady of the United States.","biography, politics, relationships, happiness, psychology, motivation, mindfulness","['biography', 'politics', 'relationships', 'happiness', 'psychology', 'motivation', 'mindfulness']"," is a set of practices to help you stay calm, optimistic, and confident in an unpredictable world, based on Michelle Obama’s life experiences as a woman, mother, lawyer, daughter, leader, and the former First Lady of the United States. biography politics relationships happiness psychology motivation mindfulness"
The Little Book Of Hygge," is about the hard-to-describe, yet powerful Danish attitude towards life, which consistently ranks Denmark among the happiest countries in the world and how you can cultivate it for yourself.","happiness, psychology, mindfulness","['happiness', 'psychology', 'mindfulness']"," is about the hard-to-describe, yet powerful Danish attitude towards life, which consistently ranks Denmark among the happiest countries in the world and how you can cultivate it for yourself. happiness psychology mindfulness"
"The Little Book That (Still) Beats The Market is a step-by-step tutorial to implement a simple, mathematical formula when buying stocks which guarantees long-term profits",.,money,['money'],. money
The Little Book of Common Sense Investing," shows you an alternative to actively, poorly managed, overpaid funds by introducing you to low-cost, passive index funds as a sustainable investing strategy, which gets you the retirement savings you need without the usual hassle of stock investing.",money,['money']," shows you an alternative to actively, poorly managed, overpaid funds by introducing you to low-cost, passive index funds as a sustainable investing strategy, which gets you the retirement savings you need without the usual hassle of stock investing. money"
The Little Book of Lykke, gives Danish-derived and science-backed tips that will help you be happier.,"science, relationships, happiness, productivity, motivation, health, mindfulness","['science', 'relationships', 'happiness', 'productivity', 'motivation', 'health', 'mindfulness']", gives Danish-derived and science-backed tips that will help you be happier. science relationships happiness productivity motivation health mindfulness
The Little Book of Talent," explores the concept of talents, skills and capabilities, and offers a multitude of effective tips and tricks on how to acquire hard skills using methods tested by top performers worldwide.","productivity, psychology, motivation, creativity, mindfulness","['productivity', 'psychology', 'motivation', 'creativity', 'mindfulness']"," explores the concept of talents, skills and capabilities, and offers a multitude of effective tips and tricks on how to acquire hard skills using methods tested by top performers worldwide. productivity psychology motivation creativity mindfulness"
The Little Prince," is a beautiful children’s story full of valuable lessons for adults, recounting the tale of an aviator and a little boy from a distant planet, both stranded in the desert, looking to get home, sharing what they’ve learned about life.","environment, relationships, happiness, motivation, creativity, fiction, communication, mindfulness","['environment', 'relationships', 'happiness', 'motivation', 'creativity', 'fiction', 'communication', 'mindfulness']"," is a beautiful children’s story full of valuable lessons for adults, recounting the tale of an aviator and a little boy from a distant planet, both stranded in the desert, looking to get home, sharing what they’ve learned about life. environment relationships happiness motivation creativity fiction communication mindfulness"
The Long Tail," explains why the big commercial hit is dead, how businesses can and will generate most of their future revenue from a long tail of niche products, which serve even the rarest customer needs, and what you can do to embrace this idea today.","marketing, business","['marketing', 'business']"," explains why the big commercial hit is dead, how businesses can and will generate most of their future revenue from a long tail of niche products, which serve even the rarest customer needs, and what you can do to embrace this idea today. marketing business"
The Longevity Paradox," explores ways to live a longer, healthier life and “die young” as a senior, instead of having to go through illnesses, all by focusing on the microbiome and improving our lifestyle as heart surgeon ","motivation, health","['motivation', 'health']"," explores ways to live a longer, healthier life and “die young” as a senior, instead of having to go through illnesses, all by focusing on the microbiome and improving our lifestyle as heart surgeon  motivation health"
The Longevity Project," shows you how you can live longer by analyzing the results from one of the world’s longest-lasting studies and drawing surprising conclusions about the work ethic, happiness, love, marriage and religion of people who have lived to old age.","relationships, happiness, health","['relationships', 'happiness', 'health']"," shows you how you can live longer by analyzing the results from one of the world’s longest-lasting studies and drawing surprising conclusions about the work ethic, happiness, love, marriage and religion of people who have lived to old age. relationships happiness health"
The Lost Art of Connecting," explores ways to build meaningful and genuine relationships in life by using the Gather, Ask, Do method and relying less on gaining benefits from networking, but rather on deepening your connection with other human beings and cultivating authentic emotions.","relationships, business, communication, work","['relationships', 'business', 'communication', 'work']"," explores ways to build meaningful and genuine relationships in life by using the Gather, Ask, Do method and relying less on gaining benefits from networking, but rather on deepening your connection with other human beings and cultivating authentic emotions. relationships business communication work"
The Lucifer Effect," is a book by Philip Zimbardo that explains why you’re not always a good person, identifying the often misunderstood line between good and evil that we all walk by uncovering the shocking results of the authors Stanford Prison Experiment and other cases that show how evil people can be.","relationships, psychology","['relationships', 'psychology']"," is a book by Philip Zimbardo that explains why you’re not always a good person, identifying the often misunderstood line between good and evil that we all walk by uncovering the shocking results of the authors Stanford Prison Experiment and other cases that show how evil people can be. relationships psychology"
The Magic Of Reality," explains many of the world’s natural phenomenons in a scientific way, so that you can understand how the elementary components of our planet work together to logically, yet beautifully, create the place we all call home.","science, education","['science', 'education']"," explains many of the world’s natural phenomenons in a scientific way, so that you can understand how the elementary components of our planet work together to logically, yet beautifully, create the place we all call home. science education"
The Magic of Math," shows you not only the power, but also the beauty of mathematics, unlike you’ve ever seen it in school and with practical, real-world applications.","science, psychology, education","['science', 'psychology', 'education']"," shows you not only the power, but also the beauty of mathematics, unlike you’ve ever seen it in school and with practical, real-world applications. science psychology education"
The Man Who Fed The World," is the biography of Dr. Norman Borlaug, Nobel Peace Prize laureate and US national hero, who saved over a billion lives by dedicating his own to ending world hunger and leading the green revolution, which helped get agriculture to a point where it can feed the world.","biography, productivity","['biography', 'productivity']"," is the biography of Dr. Norman Borlaug, Nobel Peace Prize laureate and US national hero, who saved over a billion lives by dedicating his own to ending world hunger and leading the green revolution, which helped get agriculture to a point where it can feed the world. biography productivity"
The Man Who Solved The Market, shares the interesting story of Jim Simons’s rise to wealth and success that came from him tapping into his math genius to make incredible gains in stock market investments.,"biography, economics, money","['biography', 'economics', 'money']", shares the interesting story of Jim Simons’s rise to wealth and success that came from him tapping into his math genius to make incredible gains in stock market investments. biography economics money
The Messy Middle, challenges the notion that projects grow slowly and smoothly toward success by outlining the rocky but important intermediate stages of any journey and how to survive them.,"productivity, motivation, business, creativity, work","['productivity', 'motivation', 'business', 'creativity', 'work']", challenges the notion that projects grow slowly and smoothly toward success by outlining the rocky but important intermediate stages of any journey and how to survive them. productivity motivation business creativity work
The Midnight Library," tells the story of Nora, a depressed woman in her 30s, who, on the day she decides to die, finds herself in a library full of lives she could have lived, where she discovers there’s a lot more to life, even her current one, than she had ever imagined.","science, relationships, happiness, psychology, motivation, creativity, fiction, work, mindfulness","['science', 'relationships', 'happiness', 'psychology', 'motivation', 'creativity', 'fiction', 'work', 'mindfulness']"," tells the story of Nora, a depressed woman in her 30s, who, on the day she decides to die, finds herself in a library full of lives she could have lived, where she discovers there’s a lot more to life, even her current one, than she had ever imagined. science relationships happiness psychology motivation creativity fiction work mindfulness"
The Millionaire Fastlane," points out what’s wrong with the old get a degree, get a job, work hard, retire rich model, defines wealth in a new way, and shows you the path to retiring young.","happiness, money, productivity, psychology, motivation, business, creativity, education, work","['happiness', 'money', 'productivity', 'psychology', 'motivation', 'business', 'creativity', 'education', 'work']"," points out what’s wrong with the old get a degree, get a job, work hard, retire rich model, defines wealth in a new way, and shows you the path to retiring young. happiness money productivity psychology motivation business creativity education work"
The Millionaire Next Door, shows you the simple spending and saving habits that lead to more cash in the bank than most people earn in their life while helping you avoid critical mistakes on your way to financial independence.,money,['money'], shows you the simple spending and saving habits that lead to more cash in the bank than most people earn in their life while helping you avoid critical mistakes on your way to financial independence. money
The Millionaire Real Estate Agent," is about how you can systematically build a thriving real estate business, drawing lessons both about the professional as well as the personal side of things.","money, business, work","['money', 'business', 'work']"," is about how you can systematically build a thriving real estate business, drawing lessons both about the professional as well as the personal side of things. money business work"
The Mind Illuminated," is the definitive guide to meditation and consciousness, as it teaches its readers how meditation works, and how to navigate the ten stages of conscious breathing and intentional practice of mindfulness, all while highlighting why meditation is so crucial in everyone’s lives.","happiness, productivity, psychology, motivation, health, mindfulness","['happiness', 'productivity', 'psychology', 'motivation', 'health', 'mindfulness']"," is the definitive guide to meditation and consciousness, as it teaches its readers how meditation works, and how to navigate the ten stages of conscious breathing and intentional practice of mindfulness, all while highlighting why meditation is so crucial in everyone’s lives. happiness productivity psychology motivation health mindfulness"
The Miracle Equation," is a simple, step-by-step process to make achieving your goals inevitable by bridging the gap between knowing and doing.","productivity, motivation","['productivity', 'motivation']"," is a simple, step-by-step process to make achieving your goals inevitable by bridging the gap between knowing and doing. productivity motivation"
The Miracle Morning," makes it clear that in order to become successful, you have to dedicate time to personal development each day, and then gives you a 6-step morning routine to create and shape that time.","happiness, productivity, psychology, motivation","['happiness', 'productivity', 'psychology', 'motivation']"," makes it clear that in order to become successful, you have to dedicate time to personal development each day, and then gives you a 6-step morning routine to create and shape that time. happiness productivity psychology motivation"
The Miracle of Mindfulness, teaches the ancient Buddhist practice of mindfulness and how living in the present will make you happier.,"happiness, psychology, mindfulness","['happiness', 'psychology', 'mindfulness']", teaches the ancient Buddhist practice of mindfulness and how living in the present will make you happier. happiness psychology mindfulness
The Mom Test," talks about ways to tell if your business idea is great or terrible by assessing the opinions of your friends, family, and investors accordingly, and not believing everything they say just to make you feel good.","motivation, marketing, business, education, communication, work","['motivation', 'marketing', 'business', 'education', 'communication', 'work']"," talks about ways to tell if your business idea is great or terrible by assessing the opinions of your friends, family, and investors accordingly, and not believing everything they say just to make you feel good. motivation marketing business education communication work"
The Monk Who Sold His Ferrari," is a self-help classic telling the story of fictional lawyer Julian Mantle, who sold his mansion and Ferrari to study the seven virtues of the Sages of Sivana in the Himalayan mountains.","biography, happiness, motivation, work, mindfulness","['biography', 'happiness', 'motivation', 'work', 'mindfulness']"," is a self-help classic telling the story of fictional lawyer Julian Mantle, who sold his mansion and Ferrari to study the seven virtues of the Sages of Sivana in the Himalayan mountains. biography happiness motivation work mindfulness"
The Moral Animal, introduces you to the fascinating world of evolutionary psychology and uncovers the genetic strategies that explain why we do everything we do. ,"relationships, psychology","['relationships', 'psychology']", introduces you to the fascinating world of evolutionary psychology and uncovers the genetic strategies that explain why we do everything we do.  relationships psychology
The More Of Less," teaches you how to declutter your time, mental capacities, and spaces to give more attention to the people and experiences that matter most.","psychology, mindfulness","['psychology', 'mindfulness']"," teaches you how to declutter your time, mental capacities, and spaces to give more attention to the people and experiences that matter most. psychology mindfulness"
The Motivation Manifesto," explores how we can find purpose and meaningfulness in our lives by discovering our inner motivators and overcoming our fears, tapping into our inner power and living life fully and freely.","psychology, motivation, mindfulness","['psychology', 'motivation', 'mindfulness']"," explores how we can find purpose and meaningfulness in our lives by discovering our inner motivators and overcoming our fears, tapping into our inner power and living life fully and freely. psychology motivation mindfulness"
The Mountain Is You," is a self-discovery book that aims to help its readers tap into their own power and discover their potential by overcoming trauma, life’s challenges, and working on their emotional damages, all through accepting change, envisioning a prosperous future, and stopping the self-sabotage.","happiness, psychology, motivation, mindfulness","['happiness', 'psychology', 'motivation', 'mindfulness']"," is a self-discovery book that aims to help its readers tap into their own power and discover their potential by overcoming trauma, life’s challenges, and working on their emotional damages, all through accepting change, envisioning a prosperous future, and stopping the self-sabotage. happiness psychology motivation mindfulness"
The Myth Of Multitasking," explains why doing everything at once is neither efficient, nor even possible, and gives you practical steps for more focus in the workplace.","science, productivity, psychology, work, mindfulness","['science', 'productivity', 'psychology', 'work', 'mindfulness']"," explains why doing everything at once is neither efficient, nor even possible, and gives you practical steps for more focus in the workplace. science productivity psychology work mindfulness"
The Myth Of The Strong Leader," reveals why being a bold, charismatic leader might not be all it’s cracked up to be, showing that we give way too much credit to “strong” leaders and illustrating the problematic consequences this societal pattern entails.","politics, motivation","['politics', 'motivation']"," reveals why being a bold, charismatic leader might not be all it’s cracked up to be, showing that we give way too much credit to “strong” leaders and illustrating the problematic consequences this societal pattern entails. politics motivation"
The New Trading For A Living," teaches you a calm approach to stock trading, by equipping you with the basic tools of chart analysis, risk-minimizing rules and showing you which amateur mistakes to avoid when getting started as a stock trader.","money, psychology","['money', 'psychology']"," teaches you a calm approach to stock trading, by equipping you with the basic tools of chart analysis, risk-minimizing rules and showing you which amateur mistakes to avoid when getting started as a stock trader. money psychology"
The Next Right Thing," is your guide for making wise, thoughtful, and intentional decisions simply by looking for the single best action to take at the moment.","happiness, productivity, motivation, management, work, mindfulness","['happiness', 'productivity', 'motivation', 'management', 'work', 'mindfulness']"," is your guide for making wise, thoughtful, and intentional decisions simply by looking for the single best action to take at the moment. happiness productivity motivation management work mindfulness"
The Nicomachean Ethics," is a historically important text compiling Aristotle’s extensive discussion of existential questions concerning happiness, ethics, friendship, knowledge, pleasure, virtue, and even society at large.","happiness, psychology, motivation, work, mindfulness","['happiness', 'psychology', 'motivation', 'work', 'mindfulness']"," is a historically important text compiling Aristotle’s extensive discussion of existential questions concerning happiness, ethics, friendship, knowledge, pleasure, virtue, and even society at large. happiness psychology motivation work mindfulness"
The Now Habit," is a strategic program to help you eliminate procrastination from your life, bring fun and motivation back to your work and enjoy your well-earned spare time without feeling guilty.","productivity, psychology, motivation, work","['productivity', 'psychology', 'motivation', 'work']"," is a strategic program to help you eliminate procrastination from your life, bring fun and motivation back to your work and enjoy your well-earned spare time without feeling guilty. productivity psychology motivation work"
The ONE Thing," gives you a very simple approach to productivity, based around a single question, to help you have less clutter, distractions and stress, and more focus, energy and success.","productivity, psychology, motivation, business, work","['productivity', 'psychology', 'motivation', 'business', 'work']"," gives you a very simple approach to productivity, based around a single question, to help you have less clutter, distractions and stress, and more focus, energy and success. productivity psychology motivation business work"
The Obstacle Is The Way," is a modern take on the ancient philosophy of Stoicism, which helps you endure the struggles of life with grace and resilience by drawing lessons from ancient heroes, former presidents, modern actors, athletes, and how they turned adversity into success thanks to the power of perception, action, and will.","happiness, productivity, psychology, motivation, mindfulness","['happiness', 'productivity', 'psychology', 'motivation', 'mindfulness']"," is a modern take on the ancient philosophy of Stoicism, which helps you endure the struggles of life with grace and resilience by drawing lessons from ancient heroes, former presidents, modern actors, athletes, and how they turned adversity into success thanks to the power of perception, action, and will. happiness productivity psychology motivation mindfulness"
The Omnivore’s Dilemma," explains the range of food choices we face today using four meals on a spectrum from highly processed to entirely self-gathered, thus teaching us how the industrial revolution changed the way we eat, why organic food isn’t necessarily better, what truly natural food looks like, and which options we have in making the tradeoff between fast, delicious, cheap, ethical, sustainable, and environmentally friendly meals.","economics, health","['economics', 'health']"," explains the range of food choices we face today using four meals on a spectrum from highly processed to entirely self-gathered, thus teaching us how the industrial revolution changed the way we eat, why organic food isn’t necessarily better, what truly natural food looks like, and which options we have in making the tradeoff between fast, delicious, cheap, ethical, sustainable, and environmentally friendly meals. economics health"
